data2
122.862	-0.552	1.313	0.008
131.115	30.810	1.301	0.008
152.573	108.390	1.194	0.010
183.936	187.621	1.176	0.003
216.948	266.852	1.098	0.002
253.263	337.830	0.983	0.009
299.481	407.157	0.849	0.004
360.554	476.484	0.719	0.003
439.785	545.811	0.609	0.008
494.256	583.775	0.523	0.001
537.173	608.535	0.418	0.010
552.029	615.138	0.000	0.008
585.042	615.138	-0.339	0.006
613.102	605.234	-0.464	0.010
626.308	598.631	-0.869	0.001
644.465	577.173	-1.023	0.008
685.731	509.497	-1.107	0.005
722.045	436.868	-0.983	0.009
728.648	426.965	-2.366	0.001
294.529	1.099	1.571	0.005
294.529	7.701	1.488	0.003
301.131	86.932	1.416	0.001
312.686	161.211	1.309	0.007
330.843	228.888	1.264	0.008
352.301	296.564	1.107	0.010
383.663	359.288	1.052	0.007
423.279	428.615	0.938	0.008
477.750	502.894	0.835	0.010
525.619	555.715	0.719	0.003
552.029	578.824	0.464	0.009
561.933	583.775	0.245	0.006
581.740	588.727	-0.266	0.006
599.898	583.775	-0.588	0.000
609.801	577.173	-0.862	0.004
619.705	565.619	-1.052	0.006
659.321	496.292	-1.116	0.002
693.984	425.314	-1.181	0.006
720.394	360.939	-1.240	0.002
740.202	303.166	-1.292	0.008
756.708	245.394	-1.289	0.006
774.866	182.669	-1.352	0.007
791.372	108.390	-1.310	0.000
811.180	34.112	-1.383	0.002
817.782	-0.552	-3.137	0.008
457.942	-2.202	1.571	0.004
457.942	77.028	1.548	0.000
459.593	149.657	1.596	0.009
457.942	214.032	1.454	0.003
464.545	270.154	1.414	0.003
474.448	332.878	1.342	0.003
490.955	403.856	1.262	0.003
515.715	481.436	1.199	0.008
542.125	549.112	0.999	0.002
556.981	572.221	0.464	0.003
566.885	577.173	0.322	0.001
581.740	582.125	-0.519	0.006
593.295	575.522	-1.249	0.003
596.596	565.619	-1.030	0.008
601.548	557.365	-1.135	0.008
634.561	486.388	-1.207	0.007
660.971	417.061	-1.166	0.003
665.923	405.506	-1.820	0.008
563.583	2.749	1.550	0.000
565.234	80.330	1.571	0.002
565.234	151.307	1.597	0.004
563.583	214.032	1.600	0.001
561.933	270.154	1.515	0.002
565.234	329.577	1.595	0.004
563.583	397.253	1.635	0.010
558.631	474.833	1.594	0.008
556.981	545.811	1.176	0.002
565.234	565.619	0.896	0.000
571.837	573.872	0.000	0.005
578.439	573.872	-1.052	0.003
585.042	562.317	-1.406	0.008
586.692	552.413	-1.320	0.004
604.849	481.436	-1.310	0.006
624.657	407.157	-1.332	0.005
641.163	339.481	-1.326	0.008
656.019	280.057	-1.340	0.001
669.225	223.936	-1.384	0.005
680.779	162.862	-1.413	0.008
692.333	90.234	-1.420	0.000
703.888	14.304	-1.212	0.002
708.840	1.099	2.815	0.007
7.317	238.791	1.052	0.009
20.522	261.900	0.974	0.009
79.945	349.384	0.809	0.004
149.272	422.013	0.637	0.009
231.804	483.086	0.521	0.006
320.939	534.256	0.464	0.008
419.977	583.775	0.441	0.002
479.400	611.837	0.351	0.005
528.920	629.994	0.245	0.002
548.727	634.946	0.036	0.006
594.946	636.596	-0.271	0.000
624.657	628.343	-0.675	0.008
641.163	615.138	-0.896	0.009
660.971	590.378	-0.927	0.000
710.490	524.352	-1.081	0.007
750.106	450.073	-1.127	0.001
781.468	384.048	-1.155	0.002
806.228	327.926	-1.190	0.008
829.337	270.154	-1.233	0.004
850.795	209.080	-1.256	0.008
875.555	133.150	-1.224	0.007
903.616	55.570	-1.249	0.004
921.773	1.099	2.650	0.004
8.967	489.689	0.355	0.001
98.102	522.702	0.368	0.008
192.189	559.016	0.337	0.006
291.227	593.679	0.307	0.002
395.218	626.692	0.285	0.008
462.894	646.500	0.331	0.001
515.715	664.657	0.245	0.004
542.125	671.260	0.128	0.002
606.500	679.513	-0.205	0.001
646.115	671.260	-0.574	0.002
674.176	653.102	-0.761	0.002
708.840	620.090	-0.911	0.008
760.010	554.064	-1.014	0.003
806.228	479.785	-1.077	0.007
840.891	415.410	-1.119	0.005
868.952	357.638	-1.153	0.001
895.362	298.215	-1.160	0.007
923.423	233.839	-1.202	0.008
951.484	161.211	-1.230	0.008
979.545	81.980	-1.183	0.003
1012.558	1.099	2.579	0.004
10.618	633.295	0.155	0.003
63.439	641.548	0.201	0.004
160.827	661.356	0.191	0.001
263.166	681.163	0.249	0.006
367.157	707.574	0.256	0.002
