test
-1074.96780771	-8901.80655286	3302.78437596	-1.45071211645	0.0601577646122	1146653.98106	
-9010.16741585	-2683.69296741	3805.34310052	-0.289509947968	0.0456145198433	81180433.1686	
-7957.07422032	-5531.41044517	3700.31069187	-0.607516861235	0.0377005800987	63309498.7372	
-8092.91980421	491.267369272	3395.35513796	0.0606351847407	0.00259793949743	65495842.2247	
-7023.16451935	3719.51172288	3970.18645524	0.487100201765	0.0868369628892	49328559.3776	
-2109.97337508	-6954.56595633	3413.37291399	-1.27633844697	0.0120211612328	4445033.07759	
8299.9459853	2025.11647444	3659.63582145	-0.239292565257	0.0402079073446	68891128.4755	
6864.20033884	-6354.8909569	3242.14991941	0.746828376917	0.0739109196807	47110891.4008	
2138.55802139	7375.80590387	3493.24635271	-1.28848792861	0.0693544380142	4580806.21676	
-9771.01649624	-1014.20689369	3797.95327348	-0.103435862898	0.00411981913675	95471749.1629	
-9270.94913154	2063.01025725	3601.2500443	0.218975727076	0.0684997702414	85952560.8099	
-1690.87191293	-8550.1252829	3723.58655994	-1.37564943478	0.0761402088885	2850497.70064	
-5292.8381171	-4431.61866422	3742.31813778	-0.697143913546	0.0807083065259	28009703.7152	
5787.30398001	-2049.3934658	3529.69329955	0.340294158773	0.0267409503481	33490837.9636	
-4832.76210033	8142.11678743	3417.17674462	1.03520787481	0.0132292993328	23363731.6352	
-5854.95506634	-6153.58229807	3740.78441109	-0.810332035972	0.00766055620548	34274345.2466	
-3796.06891792	8232.47385195	3367.47675075	1.13882602223	0.0371893326096	14418371.7034	
9250.3011796	6953.77500712	3428.80416657	-0.644567309263	0.0100774493367	85575025.6883	
-385.698320814	3593.56145803	3347.24123893	1.46410452865	0.0810196293933	152356.756137	
7460.82210625	2165.35119835	3665.05663856	-0.282439278246	0.00241143891307	55666031.8523	
-6481.146547	-4640.55119057	3857.81078125	-0.621449699544	0.0700521934016	42000620.0125	
9255.47263552	-5957.52044749	3611.05045516	0.571875306275	0.00948325597072	85657816.1864	
-7599.6663976	-1144.89711483	3757.21605899	-0.14954268859	0.0975018627246	57753784.4577	
8006.41654741	-6598.99809766	3559.57843597	0.689280916715	0.0511238577566	64096106.9325	
6246.61493795	-1213.90157898	3572.46200567	0.19191228645	0.0901657722255	39018984.2814	
1229.52213163	-8257.61728491	3769.70861917	1.42288801504	0.0836150558998	1503467.05487	
-7826.84180147	6663.6477181	3514.34969473	0.705349547405	0.0247712365643	61266116.233	
-4293.21929966	-186.987608771	3643.42004453	-0.0435351036631	0.00306960287594	18431544.9673	
-9527.7862744	7676.54918008	3302.57549247	0.678250385815	0.0371168799517	90786387.8398	
8121.7322553	4753.26810174	3778.57515099	-0.529460813363	0.0848067197432	65967288.0949	
-9080.8061175	-278.922492195	3754.35861153	-0.0307087717502	0.0463989762754	82460760.8212	
9031.81080065	2471.48297222	3855.07881331	-0.267079786924	0.0540083270296	81576077.8217	
-2554.43271243	-7008.07019463	3717.65081963	-1.22136885183	0.0812796899627	6518118.41214	
3197.70313356	8690.39878388	3980.05482576	-1.21812912156	0.0839920474859	10233995.7292	
-9800.77847469	17.4262353941	3916.40388038	0.00177819537779	0.0798243833964	96055276.1361	
